Tag,States,Provinces,Use Culture States,Required States Num,AI Will Do,Possible
バスタール,,"x8ECE82, x013159, xF09DA1, x1170A0, xB56E8E, x2F70FB, x274E94, x66F24C, x20BC2C, xC38F66",False,,BlockPropertyNode: ai_will_do = { 1 children } at [23636..23664),
ハイデラバード,ハイデラバード,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [23710..23738),
ベンガル,"西ベンガル, 東ベンガル",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [23806..23834),
インドール,,"x82DEEF, x2A9BFB, xE9D03F, xC0F1B9, x585F79, x4CA2A3, xB8A7B3, x0E199B, x70D0E0",False,,BlockPropertyNode: ai_will_do = { 1 children } at [23936..23964),
ドゥンダル,,"x604D2F, xC7EF85, x0170B1, x67EA54, xA2025E, x4EA8C5, xFFFB3C, x5A410D, xB9580C, x61F021",False,,BlockPropertyNode: ai_will_do = { 1 children } at [24074..24102),
ジャイサルメール,,"x3C6F90, x77810B, xD0F7A0, x6E8BCD, xBD0984, x6031A0, x1031A8, x599EC5, x006D72",False,,BlockPropertyNode: ai_will_do = { 1 children } at [24204..24232),
マールワール,,"xBD1F80, x9A6A95, x7B1C30, x22627C, xDD12D2, xD77479, xCA50D5, x4CEAC0, xCBE6C4, x0C11FE, x425430, xD76ACC, xA389C9, xBAD851, xC28B1B, x4922B9, xE0B020, x2A57A1, x25467F, x3FF532, x166BD9, x5C95B5",False,,BlockPropertyNode: ai_will_do = { 1 children } at [24438..24466),
カラート,バルーチスターン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [24514..24542),
カシミール,カシミール,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [24586..24614),
カッチ,,"xC0310F, xF64FA2, xB05060, xEB6009, x5B6745, x8F568D, xB89EF0",False,,BlockPropertyNode: ai_will_do = { 1 children } at [24700..24728),
マクラン,,"x978421, x4E09C5, xF9577D, x45F2DD, x113E0B, x7FE584, xC070E0, xC6E602, xB0F79E, x407060, x951063, xB7B2BD, x8ED831, x2E7961, xE87BBF",False,,BlockPropertyNode: ai_will_do = { 1 children } at [24878..24906),
メーワール,,"x40881F, xF051DF, xCC8FF3, x0A34C2, xF671B7, x6E01FB, xA614CA, xDCFF99",False,,BlockPropertyNode: ai_will_do = { 1 children } at [25000..25028),
マイソール,マイソール,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25071..25099),
ナーグプル,中央州,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25153..25181),
ネパール,西ヒマラヤ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25227..25255),
オリッサ,オリッサ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25298..25326),
潘,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [25365..25393),
シッキム,,"xE0B0E0, x2070E0",False,,BlockPropertyNode: ai_will_do = { 1 children } at [25439..25467),
シンド,シンド,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25509..25537),
トラヴァンコール,マラバル,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25584..25612),
アチェ,アチェ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [25653..25681),
バリ,,"x5ABA94, x100090",False,,BlockPropertyNode: ai_will_do = { 1 children } at [25727..25755),
ブータン,,"x388D2C, xDA7F32, x665E5B, x01C109, xD10C8F, x4F99DC, x84F73C, xE5D3E0, x60B0DF",False,,BlockPropertyNode: ai_will_do = { 1 children } at [25857..25885),
蘭芳,,"x1C7417, x2A3D46, xE02CB6",False,,BlockPropertyNode: ai_will_do = { 1 children } at [25939..25967),
ブルネイ,北ボルネオ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [26016..26044),
ビルマ,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [26083..26111),
カンボジア,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [26150..26178),
ルアンパバーン,,"x3130A0, x89F1F9, xDFCAA8, x70B3CE, xED7937, x874BED, xCD2D5D, x1F8AE4, x8D0FE2, x6BA60C, xDA6CAB, xE8A817, x0B160B, x578898, x8D4D75, x2DE84E, x1957E0, x1E6D3C, x625009, xEAEF3A, xB0B020, xDE87E1, x46CCB6, x8BFF1F, x6C400A, x61478F",False,,BlockPropertyNode: ai_will_do = { 1 children } at [26416..26444),
チャンパーサック,,"xB0EFA0, x30EFA0, x3E6297, x036ED6, x32A2B1, x21D9CC, xC8AFB5, x94CA13, x899047",False,,BlockPropertyNode: ai_will_do = { 1 children } at [26546..26574),
ジョホール,マラヤ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [26617..26645),
シャム,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [26684..26712),
デザレット,ユタ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [26753..26781),
オンタリオ,オンタリオ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [26825..26853),
ボリビア,"サンタクルス, ポトシ, ラパス, アクレ, アントファガスタ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [26963..26991),
ブラジル,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [27030..27058),
チリ,"サンティアゴ, ロスリオス",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27120..27148),
エクアドル,"エクアドル, パスタサ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27208..27236),
ペルー,"リマ, カハマルカ, イカ, アレキパ, タラパカ, パスタサ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27357..27385),
パラグアイ,"バホ・パラグアイ, アルト・パラグアイ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27457..27485),
ウルグアイ,ウルグアイ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27529..27557),
ベネズエラ,"ミランダ, ボリバル, スリア",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27631..27659),
オレゴン,"オレゴン, 南コロンビア, アイダホ, 北コロンビア",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27760..27788),
インディアン準州,オクラホマ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [27833..27861),
ミスキティア,,"x17F33B, x6C22F2, x59D231, xAD9EE8",False,,BlockPropertyNode: ai_will_do = { 1 children } at [27923..27951),
ハザーラジャート,ハザリスタン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28005..28033),
トルクメニスタン,"トルクメン, メルブ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28092..28120),
アッサム,アッサム,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28162..28190),
トバ,北スマトラ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28240..28268),
カリマンタン,"西ボルネオ, 東ボルネオ, 北ボルネオ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28357..28385),
ハンターワディー,ペグー,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28426..28454),
カレン,テナセリム,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28501..28529),
クム,ラオス,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28570..28598),
カチン,サガイン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28641..28669),
蝦夷,北海道,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28714..28742),
黔,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [28781..28809),
台湾,台湾,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [28853..28881),
尹,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [28920..28948),
粤,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [28987..29015),
ソルビア,ザクセン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29058..29086),
バルチスタン,バルーチスターン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29134..29162),
湖南,湖南,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29204..29232),
安徽,"南安徽, 北安徽",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29306..29334),
質,河北,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29376..29404),
山西,山西,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29447..29475),
貴州,貴州,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29519..29547),
大城,広西,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29591..29619),
四川,四川,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29663..29691),
山東,山東,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29736..29764),
西北,寧夏,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29808..29836),
ザクセン＝コーブルク＝ゴータ,,x66FE0A,False,,BlockPropertyNode: ai_will_do = { 1 children } at [29874..29902),
ザクセン＝マイニンゲン,,"x5141A0, xD0C021",False,,BlockPropertyNode: ai_will_do = { 1 children } at [29948..29976),
ザクセン＝ヴァイマル,,xC00A37,False,,BlockPropertyNode: ai_will_do = { 1 children } at [30014..30042),
シュヴァルツブルク,,x51C021,False,,BlockPropertyNode: ai_will_do = { 1 children } at [30080..30108),
ヘッセン＝カッセル,,"xD04121, x2248E2, xC08020, xFF1DBB",False,,BlockPropertyNode: ai_will_do = { 1 children } at [30170..30198),
リッペ,,x9F0060,False,,BlockPropertyNode: ai_will_do = { 1 children } at [30236..30264),
シャウムブルク＝リッペ,,x1BA4F6,False,,BlockPropertyNode: ai_will_do = { 1 children } at [30302..30330),
メクレンブルク＝シュトレーリッツ,,"xE041A0, xD9A469",False,,BlockPropertyNode: ai_will_do = { 1 children } at [30376..30404),
ホーエンツォレルン,,x908060,False,,BlockPropertyNode: ai_will_do = { 1 children } at [30442..30470),
ヴァルデック,,x3E794B,False,,BlockPropertyNode: ai_will_do = { 1 children } at [30508..30536),
シアク,,"x01317D, x3F7EA0, x677AA6, x87F7B6, x8171EA, x48428B, x6021D0, x5BE3D2, x8B7A14, x35213F",False,,BlockPropertyNode: ai_will_do = { 1 children } at [30646..30674),
ポンティアナック,,"xFFE074, x71D428, x706E00, xA91194, x4DD36E, xB7B05B, xAD54BC, x4408AB, xF8375D",False,,BlockPropertyNode: ai_will_do = { 1 children } at [30776..30804),
サンバス,,"x60FDC2, x42973E, x6D4CDF",False,,BlockPropertyNode: ai_will_do = { 1 children } at [30858..30886),
ジャンビ,,"x5157D3, xDA82F4, x7AC280, xAE71B4, xEC5DEA, xA2F773, x6ED39E, xE4C2D6",False,,BlockPropertyNode: ai_will_do = { 1 children } at [30980..31008),
ジョクジャカルタ,,xD19D2E,False,,BlockPropertyNode: ai_will_do = { 1 children } at [31046..31074),
スラカルタ,,x143969,False,,BlockPropertyNode: ai_will_do = { 1 children } at [31112..31140),
ブトゥン,セレベス,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [31184..31212),
セランゴール,,"x23578B, x8E3305, xC84C4C",False,,BlockPropertyNode: ai_will_do = { 1 children } at [31266..31294),
ペラ,,"xAA2287, x78EF92, xCF3E8D, xD8E596, xE87C53",False,,BlockPropertyNode: ai_will_do = { 1 children } at [31364..31392),
スールー,,"x0180F0, x99D030",False,,BlockPropertyNode: ai_will_do = { 1 children } at [31438..31466),
ティドレ,モルッカ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [31511..31539),
シンタン,,"x477680, xA6D36E, xCF4105, x7FFBF0, xBC374E, xA5A916, x56FE77, x445D59, x9910E9, x939612, x04BB3B",False,,BlockPropertyNode: ai_will_do = { 1 children } at [31657..31685),
バンジャール,,"x9B7A4D, x496AEF, xDF0BCF, x0ED6AA, xE9E984, xDB778E, xEA35E9, x71A232, x3660F5, x9C48FE, x38416A, x6A70EA, x88A1EC, xFF0B89, x10645D, x0E858D, x8D8D4A, x8F8FDE, x0596C2, x0A7250, x0A8175",False,,BlockPropertyNode: ai_will_do = { 1 children } at [31882..31910),
チェルケス,クバーニ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [31952..31980),
チェチェン,,"x9A6A44, x5C32EA, x676C0E, x27E9C3, xDA8EF4, x019041",False,,BlockPropertyNode: ai_will_do = { 1 children } at [32058..32086),
ホビョ,,"xE585C3, x1D4F93, x324717, xCB3B07, x6BA02C, x6D66A6, xFE3534, x60EAC8, xDDF9DB, xE4636A, x76595D, x83A1A3, x58307A, xB64D3E, x049442, xF5E822, x73FE30, xA05C39, x6D0680, x469B34, xA2A857, x529552",False,,BlockPropertyNode: ai_will_do = { 1 children } at [32293..32321),
アッシリア,"モースル, デリゾール, ディヤルバクル",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [32461..32489),BlockPropertyNode: possible = { 1 children } at [32402..32459)
ワラキア,ワラキア,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [32536..32564),
カルムイク,カルムイク,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [32610..32638),
南カフカース,"チフリス, アルメニア, バクー, カルス, エリザベトポリ",,False,3,BlockPropertyNode: ai_will_do = { 1 children } at [32786..32814),BlockPropertyNode: possible = { 1 children } at [32817..32878)
モロッコ,"マラケシュ, フェズ, アル・リーフ, 内モロッコ",,False,3,BlockPropertyNode: ai_will_do = { 1 children } at [33000..33028),
チュニス,チュニジア,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33073..33101),
トリポリ,"トリポリ, キレナイカ, フェザーン",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33182..33210),
エチオピア,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [33250..33278),
リベリア,穀物海岸,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33322..33350),
ダルフール,ダルフール,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33393..33421),
アシャンティ,ゴールドコースト,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33468..33496),
ダホメ,ダホメ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33540..33568),
ワダイ,"チャド, ワッダイ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33624..33652),
マダガスカル,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [33692..33720),
ガウナ,南オーストラリア,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33773..33801),
台湾原住民,台湾,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33845..33873),
サヴォイ,"サヴォイ, ローヌ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [33930..33958),
ラインラント,"ラインラント, 北ライン, ルール",,False,2,BlockPropertyNode: ai_will_do = { 1 children } at [34064..34092),
コンスタンティン,コンスタンティーヌ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [34140..34168),
マスカラ,オラン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [34209..34237),
アイト・アッバス,,"x429B12, x9AF6A4, x8E7690, x2DF9DB, x3A0E38, x0090A0, xB1BCFF, x0C5C65",False,,BlockPropertyNode: ai_will_do = { 1 children } at [34331..34359),
タジキスタン,タジキスタン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [34406..34434),
ウズベキスタン,"ウズベキスタン, フェルガナ, ホラスミア",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [34508..34536),
キルギス,キルギス,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [34582..34610),
赤道連邦,"ペルナンブーコ, リオグランデ・ド・ノルテ, セアラー, ピアウイ, パライバ, マラニョン",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [34842..34870),BlockPropertyNode: possible = { 1 children } at [34748..34839)
パウリスタニア,,,True,,BlockPropertyNode: ai_will_do = { 1 children } at [35002..35030),BlockPropertyNode: possible = { 1 children } at [34910..34999)
サンタカタリーナ,サンタカタリーナ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [35173..35201),BlockPropertyNode: possible = { 1 children } at [35082..35170)
ミナスジェライス,"ミナスジェライス, ゴイアス",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [35360..35388),BlockPropertyNode: possible = { 1 children } at [35265..35357)
バヒア,バイーア,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [35525..35553),BlockPropertyNode: possible = { 1 children } at [35431..35522)
コーンウォール,,"x1E38F8, x63EF7E, xC900EF, xA2DD9E",False,,BlockPropertyNode: ai_will_do = { 1 children } at [35616..35644),BlockPropertyNode: possible = { 1 children } at [35647..35719)
ノースカロライナ,ノースカロライナ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [35771..35799),BlockPropertyNode: possible = { 1 children } at [35802..35874)
サウスカロライナ,サウスカロライナ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [35926..35954),BlockPropertyNode: possible = { 1 children } at [35957..36029)
カロライナ,"ノースカロライナ, サウスカロライナ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [36104..36132),BlockPropertyNode: possible = { 1 children } at [36135..36207)
ジョージア,ジョージア,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [36252..36280),BlockPropertyNode: possible = { 1 children } at [36283..36355)
フロリダ,フロリダ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [36400..36428),BlockPropertyNode: possible = { 1 children } at [36431..36503)
アラビスタン,アラビスタン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [36550..36578),
ロレスターン,ロレスターン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [36624..36652),
マーザンダラーン,マーザンダラーン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [36700..36728),
サタラ,,"x3E5505, x33E560, xE73C3C, x47EE55, x4F5C91, xCC722D, xE01853, x187C37, xCF3817, xD6660F, x40CE40, x42ACA6, x1131A0",False,,BlockPropertyNode: ai_will_do = { 1 children } at [36875..36903),
コールハープル,,"x40CE40, x42ACA6, x1131A0",False,,BlockPropertyNode: ai_will_do = { 1 children } at [36958..36986),
コーチン,,xE4EB67,False,,BlockPropertyNode: ai_will_do = { 1 children } at [37025..37053),
プドゥコッタイ,,xA02050,False,,BlockPropertyNode: ai_will_do = { 1 children } at [37092..37120),
カルヌール,,"x84EE56, xF91482",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37167..37195),
ジャイプル,,"x6B15F1, x7166FA, xC744F9, x3EC5D1, xB3DED5, xD19AD8, xB00B6B",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37282..37310),
マユルバニ,,"x0CE6EA, xCCE5B7, x323B8A, x11D169, x22B96B, xBAE4B3",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37389..37417),
ナルシンハプル,,"xA0A8E0, xA15F01, x30C2D5",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37472..37500),
パトナ,,"xB6E5C1, x1504AD, x5031A0, x1622F2, x404EEA, xFBF096, x5BC5C8, xB07FDD",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37595..37623),
コーチ・ビハール,,x13A493,False,,BlockPropertyNode: ai_will_do = { 1 children } at [37662..37690),
マニプル,,"x8C53B3, xCB0893, xB03121, xA17DC4, xB238B2",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37761..37789),
スルグジャ,,"x66337F, x6B7184, x7884D6, x52001D, x4605A8, xD64336, x5CBFF7",False,,BlockPropertyNode: ai_will_do = { 1 children } at [37876..37904),
リーワー,,"x355332, xFE11FD, xBC06E9, x0E5FEA, x114EAE, x618D5B, x845EA7, xD0B021, xD0F986",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38007..38035),
オーチャ,,"x5272B3, xE81D4F, xEB50A4, x907021",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38098..38126),
アワド,,"xBBC0A2, x4E84EF, x0CE121, x923D4D, x669ECB, xACD960, x9EA436, x1405D1, xD99008, x564B78, x337F6C, x43F651, xE070A0, x7D9692, x41D87C",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38276..38304),
パティアーラ,,"x945283, xA0F0A0, x66C9D9, x0C25D9, x394B7F",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38374..38402),
ダラムプル,,"x4EB354, x7E0401",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38448..38476),
バローダ,,"x3151E0, x73656F, xEB1229, xD8CEF7, xECB4F5, x90B589, x03C674, x30E365",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38570..38598),
イダール,,"x3FFA53, x128888, x90052D, x4133D4, xADD2A3",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38668..38696),
バーオナガル,,"x697511, xB11F7B, xBBB2BD",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38750..38778),
ジュナガド,,"x30D060, x075A8E, xB3D1CD",False,,BlockPropertyNode: ai_will_do = { 1 children } at [38832..38860),
パランプル,,xD31590,False,,BlockPropertyNode: ai_will_do = { 1 children } at [38898..38926),
ナワナガル,,"xFC0FC1, x164DBB, xD77765, xB9D851, x49DDB8, x0A4C7A",False,,BlockPropertyNode: ai_will_do = { 1 children } at [39004..39032),
ボーパール,,"x51E979, xEFD0DF",False,,BlockPropertyNode: ai_will_do = { 1 children } at [39078..39106),
ビーカーネール,,"xF3C5EA, x9601FD, x84F1F8, xA99FB3, xC40894, xF591B3, x53A30A, x01F0E0, xEBA05F, x214E7A, x6A103F, xEB0422, x5DACF4",False,,BlockPropertyNode: ai_will_do = { 1 children } at [39240..39268),
グワーリヤル,,"xC77D13, x6A8538, xCD2556, xDCAFE4, xFBDCC9, x346A50, x87DE7B, x897F27, xE3AF55, xAA246A, x983C0D, x0A05FF, xF6BCF1, xC4F4E4, x1E9A75, x14EB25, xFA701B, xA9E591, x746A39",False,,BlockPropertyNode: ai_will_do = { 1 children } at [39450..39478),
アルワル,,"x82B440, x0A43D0, x0710F5, xBA06BC",False,,BlockPropertyNode: ai_will_do = { 1 children } at [39540..39568),
コーター,,"xE95A9E, xE27278, xBC1373",False,,BlockPropertyNode: ai_will_do = { 1 children } at [39622..39650),
ビハール,ビハール,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [39753..39781),BlockPropertyNode: possible = { 1 children } at [39693..39750)
アラカン,アラカン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [39825..39853),
ザンジバル,ザンジバル,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [39993..40021),BlockPropertyNode: possible = { 1 children } at [39899..39990)
クワラ,,"xC19466, xA2BCF9, x7E83AE, x61A2A3, xEFA8BC",False,,BlockPropertyNode: ai_will_do = { 1 children } at [40099..40127),
ティグライ,,"x793499, x81DDA7, xB1B90E, x5B5305, xF090A0, x28FE62, xA3CD68, x962CFC, xDF15B2, x68239C, x57AA00, x5CAB2B, x1539E2, x1A5869",False,,BlockPropertyNode: ai_will_do = { 1 children } at [40278..40306),
ウェロー,,"x4A8BE1, xDF37BE, x6BA88A, xC040E0, xBB012E, xC00F88, x5EF353, xCA393F, xAFF2F2, x3E9959, x079D31, x82A9D3, x7A0E0D, x5A5824, x61A090",False,,BlockPropertyNode: ai_will_do = { 1 children } at [40464..40492),
ベゲムデル,,"xC19466, x0DED25, xDF2090, x536ACF, xB87731, x61A2A3, xEFA8BC, x7E83AE, xA2BCF9",False,,BlockPropertyNode: ai_will_do = { 1 children } at [40606..40634),
ゴジャム,,"x7152F3, x2F3AE3, x652B36, xB969A7, x6F31A5, x3BE1BE, xE06640, x931306, x251691, xDA7922, x489309, xA50EE3, xD7E040",False,,BlockPropertyNode: ai_will_do = { 1 children } at [40777..40805),
ムアン・プアン,,"x2DE84E, x8BFF1F, x0B160B, x1957E0, xB0B020",False,,BlockPropertyNode: ai_will_do = { 1 children } at [40889..40917),
アラスカ,アラスカ,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [40961..40989),
バナト,"ヴォヤヴォディナ, バナト",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [41049..41077),
アラゴン,アラゴン,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [41121..41149),
レオン,"レオン, アストゥリアス, エストレマドゥーラ",,False,,BlockPropertyNode: ai_will_do = { 1 children } at [41228..41256),
アストゥリアス,アストゥリアス,,False,,BlockPropertyNode: ai_will_do = { 1 children } at [41302..41330),
トルキスタン,"フェルガナ, ウズベキスタン, キルギス, ホラスミア, メルブ, 南トルキスタン, タジキスタン, トルクメン, シルダリヤ, イリ",,False,5,BlockPropertyNode: ai_will_do = { 1 children } at [41531..41559),
フェザーン,フェザーン,,False,1,BlockPropertyNode: ai_will_do = { 1 children } at [41636..41664),
キレナイカ,キレナイカ,,False,1,BlockPropertyNode: ai_will_do = { 1 children } at [41733..41761),
リビア,"トリポリ, キレナイカ, フェザーン",,False,3,BlockPropertyNode: ai_will_do = { 1 children } at [41928..41956),BlockPropertyNode: possible = { 1 children } at [41868..41925)
